date,month,bank,rating,cleaned_review,sentiment_score,sentiment
2020-02-20,2020-02,IDBI,5.0,i was stayed in seraikella city for previous job at that time i opened a saving account from idbi i used this account only for months then i transferred to jumshedpur so unable to use this account there is no much branchs for this bank within minutes i opened this account their service is good need to maintain a minimum balance of rupees on monthly and now there was no requirement,-0.128,Negative
2020-02-20,2020-02,SBI,5.0,i maintain a salary account from sbi since there is no need to maintain a minimum balance amount there was no hidden charges but last month rupees has been deducted which i need to check atm and branchs are lot in my city i have not done much online transaction only used for ticket booking i use to get alert message on time for each trasnction,0.0129,Neutral
2020-02-20,2020-02,review,5.0,i have been using the salary account from central bank of india for past years since it was provided from my office i dont need to maintain any minimum balance and its good to have a net banking facility and mobile app for depositswithdrawal purpose i have visited their branch and the response was good also the staffs are very helpful,0.8357,Positive
2020-02-20,2020-02,SBI,4.0,i have been using savings account with sbi quite for a long time which is salary comes savings so no need to maintain minimum balance whenever i do cash withdrawal shopping have been receiving alert message customer service and responsiveness was good,0.3256,Positive
2020-02-20,2020-02,review,5.0,i have been using salary account with indian bank since and its been very good experience they are giving interest rate for savings account and its okay im not using mobile banking for checking balance and to do transaction they given a very good service,0.9133,Positive
2020-02-20,2020-02,review,5.0,from central bank of india i am using savings account for more than years this is a zero balance account and there is a debit card charges of rupees customer service was good and only few atm is available i am getting alert messages whenever i do cash withdrawal,0.4767,Positive
2020-02-20,2020-02,Axis Bank,5.0,i have been using axis bank saving account for a long time and this was my previous company salary account still i am maintaining this account has a zero balance whenever i do cash withdrawal and shopping will be getting alert messages customer service and responsiveness was good,0.6369,Positive
2020-02-19,2020-02,review,2.0,from andhra bank i have a savings account which have opened recently this is a salary cums savings so no need to maintain minimum balance when ever i do shopping or swiping receiving alert messages from this bank atm facility is very near to my residence customer service need to be improved,0.3472,Positive
2020-02-19,2020-02,Axis Bank,5.0,currently im holding a salary account from axis bank which i am operating from the year of its mandatory to maintain a minimum balance of rs when i visited their branch the response is good and the staffs are very helpful the branch is not that much crowded and hardly i need to wait only for minutes,0.7425,Positive
2020-02-19,2020-02,HDFC Bank,4.0,in my office location and home location only hdfc branch was available thats the reason i have selected the savings account from hdfc bank in my family also most of the people are holding account from this bank i need to hold a minimum balance of rs internet banking facility is really good im getting otp immediately whenever i do the online transaction,0.4927,Positive
2020-02-19,2020-02,HDFC Bank,5.0,i am using savings account from hdfc bank more than years this is salary cums savings so no need to maintain minimum balance if i do shopping or cash withdrawal i am getting alert message customer service was good and i got international debit card,0.3256,Positive
2020-02-19,2020-02,review,5.0,years before i have opened the savings account from corporation bank because all my family members are having a account with the same bank so they have recommended me i need to hold a minimum balance of rs i have not used the net banking facility and mobile app its a hassle free account to use,0.6557,Positive
2020-02-19,2020-02,review,5.0,its been years i am holding my salary account from bank of baroda i dont need to maintain any minimum balance their net banking facility is average i am not using the mobile app i have not gone to their branch till now i am getting the sms immediately whenever i do the transaction in my account,0.0,Neutral
2020-02-19,2020-02,review,4.0,i am using andhra bank savings account more than years i have opened this account in my native so i am maintaining rs as a minimum balance if i withdrawal cash more than times it will get charge but i never exceed customer service was not good need to improve a lot and about technical support they are also not good,0.3031,Positive
2020-02-19,2020-02,review,5.0,in the year of i have opened the salary account from united bank of india since the branch is located opposite to my office its a zero balance account to use i am not using the internet banking and mobile app facility they dont deduct any hidden charges from my account,0.1779,Positive
2020-02-19,2020-02,Axis Bank,5.0,i have being using axis bank saving account for more than three years i have to maintain a minimum balance of rs when ever i do cash withdrawal and shopping i will be getting alert messages customer service and responsiveness was good,0.6369,Positive
2020-02-19,2020-02,Axis Bank,0.5,i have an axis asap account it was blocked on due to multiple transactions which were between my other bank accounts no nd party was involved kyc has been updated i visited the home branch a no of times wrote a no of applications but no one is ready to help me out its been a long time but the bank isnt showing any effort from its side i didnt even receive a prior notice from the bank its very disappointing,-0.5006,Negative
2020-02-18,2020-02,review,2.5,i am holding savings account with karnataka bank for a long time no need to maintain any minimum balance i am getting alert messages when ever i withdraw money atm facility is very near to my home customer service and responsiveness was good,0.4404,Positive
2020-02-18,2020-02,SBI,5.0,using my state bank of india savings account for more than years in the account i need to maintain a minimum balance of rs i have visited their branch to open this account and the branch response was really good they have a good internet banking facility,0.7496,Positive
2020-02-18,2020-02,Kotak,4.0,i have been using kotak mahindra bank salary account for last year i have not faced any issue from this account till now so that i have not gone to their branch so far its a zero balance account their customer care service is not upto the mark because i have sent a mail to them but i didnt received any reply from them,0.2732,Positive
2020-02-18,2020-02,Axis Bank,5.0,i am using axis bank savings account more than years i have to maintain minimum balance of rs and i have atm facility very near to my home when ever i do cash withdrawal i will be getting an alert message customer service and response was good,0.6369,Positive
2020-02-18,2020-02,Axis Bank,4.5,my company has provided me a salary account from axis bank i need to maintain a minimum balance of rs which is not mandatory anyway im maintaining it its good to use the internet banking facility and the web access is very fast i didnt visited their branch since i have not faced any problem from this account,0.6041,Positive
2020-02-18,2020-02,SBI,5.0,sbi is providing better services and they are not charging any high amount fee for not maintaining a minimum balance amount into account they are providing better services when i went to the branch for money related issue hence i am having this account from its excellent to use the net banking facility,0.8591,Positive
2020-02-17,2020-02,HDFC Bank,4.0,i am holding salary account from hdfc for the past years it is a zero balance account there is sms charge is applicable of months once for rupees atm charges are also applicable if i do transaction from other bank atm more than times in a month charges are applicable of rupees atm and branches are near from my place,-0.4939,Negative
2020-02-17,2020-02,HDFC Bank,4.5,i have hdfc bank saving account for the past years only i am using both net banking as well as mobile banking service which is very useful to track all transaction details banking service is much comfortable and transaction will be very safe and not yet faced any fraudulent transaction,0.8218,Positive
2020-02-17,2020-02,SBI,4.5,i have sbi salary account which is very user friendly each transaction will be very safe and secured on banking service i am using net banking service as well as mobile banking these services are mostly used for money transfer and for recharge the customer service is also good and getting good response if approach for any assistance,0.948,Positive
2020-02-17,2020-02,review,4.0,in my city there are many atms and branches are available so last years back i have opened my saving account with central bank of india the process was done on time to open an account there is minimum balance to maintain of rupees but i havent faced any additional charge net banking and mobile app both are user friendly to access,0.6486,Positive
2020-02-17,2020-02,review,4.0,i am having a saving account with south indian bank on last years but i no need to maintain a minimum amount on monthly basis in this account i am using net banking and mobile app both are user friendly to access atm and branches services are good so far i havent faced any additional charge,0.7469,Positive
2020-02-17,2020-02,SBI,4.0,i am holding a salary account with sbi past years there is no hidden charges in this bank but need to maintain a minimum balance amount of rupees i am using mobile app and it is user friendly to access i use to get an alert messages from bank whenever i do a transactions sms charges are applicable on yearly once of rupees mostly i use for online transaction,0.5106,Positive
2020-02-17,2020-02,review,5.0,for my personal need i have opened a saving account with union bank of india on years ago no need to maintain a minimum balance amount and no hidden charges are applicable so far their service is fine in my city there are atms and branches are near from my place,-0.5719,Negative
2020-02-17,2020-02,Axis Bank,3.0,i am holding axis saving account for more than years the amount for consolidation charges are very high on monthly basis charge is applicable up to rupees so i raised a complaint on it i need to do atm transaction less than times in a month and i can transact the amount of l in a month i had applied debit card received after months because there was no card available in bank so they took long time to dispatch it it is a zero balance account there is sms charge on quarterly basis of rupees,-0.6983,Negative
2020-02-17,2020-02,SBI,4.5,i am using sbi salary account for the past years all transaction details will be getting through message alert only there was no fraudulent transaction happend so far if need any transaction details then can track through message every tansaction will be safe and banking service was pretty good and comfortable,0.8442,Positive
2020-02-17,2020-02,Canara Bank,3.0,i am using canara bank savings account for more than months every day i can withdraw cash from atm upto rs and i am not getting any alert msg from the bank also i linked this account online like google pay and more for an easy payment i spoke to bank executive directly it was not good need to improve in service,0.5953,Positive
2020-02-17,2020-02,review,2.0,allahabad has provided me an option to open a saving account with them which i am holding it for the past years in this account no need to maintain a minimum balance amount whenever i do a transaction i dont get alert message on time atms and branchs are far away to reach them,-0.4567,Negative
2020-02-17,2020-02,HDFC Bank,2.0,i am having my salary account with hdfc bank for the past years though its salary account i need to maintain a minimum balance of k on monthly if not maintain charges are nominal i am not getting any alert message atm and branchs are far away from my place there are sms and atm charges,0.1877,Positive
2020-02-17,2020-02,HDFC Bank,5.0,i am holding a savings account with hdfc bank for more than years there is no hidden charges in this bank it is a zero balance account i am using mobile app and it is user friendly to access atm and branchs are near mobile app and net banking both are user friendly,0.4767,Positive
2020-02-17,2020-02,Kotak,4.0,i am holding a savings with salary account with kotak mahindra bank for more than years there is no hidden charges in this bank it is a zero balance account i am using mobile app and it is user friendly to access atm and branchs are near mobile app and net banking both are user friendly,0.4767,Positive
2020-02-17,2020-02,Axis Bank,5.0,i have been using savings account with axis bank more than years this is salary cums savings so no need to maintain minimum balance app is very easy to access and atm service are very near to my residence customer service and responsiveness was good,0.4984,Positive
2020-02-16,2020-02,review,4.0,since the branch was located nearby my office so that i have opened the savings account from city union bank im not aware of the minimum balance maintenance im using their net banking facility and its easy to access they dont deduct any hidden charges but some charges are applied for other bank atm withdrawals,-0.3071,Negative
2020-02-16,2020-02,HDFC Bank,5.0,i have opened the salary account months before but only one month my salary got credited in hdfc for the banking transaction hdfc service is good and most of the staffs are having their salary account in hdfc so that i have selected the same i dont need to maintain any minimum balance net banking facility is okay once the password got expired hence i have visited their branch and the response was okay,0.8957,Positive
2020-02-16,2020-02,Canara Bank,4.0,opened my salary account from canara bank and it almost years since i am using this account without facing any single issue i need to maintain a minimum balance of rs their online banking facility is good and i could find all the option in mobile app i have visited their branch for a passbook entry and dropping a cheque anyway the response was good,0.7003,Positive
2020-02-16,2020-02,review,4.5,when i joined my work they have provided a salary account from karnataka bank from that date to till now im holding this account only im using the internet banking facility and its average to use the branch is located nearby my location and the staff response is good,0.4404,Positive
2020-02-16,2020-02,HDFC Bank,5.0,from past years i have been using my salary account from hdfc bank its a zero balance account i never visited their branch till now in online i applied the passbook cheque book debit card when i lost it and received these things on time there is no additional charges for imps and neft transaction they are giving some offers for hdfc debit card also,-0.4939,Negative
2020-02-16,2020-02,SBI,4.0,everything is fine with sbi salary account but i dont get the proper response in the branch when i call to the branch number no one is ready to pick up the call if they answered also they will respond in staggered manner this has to be improved i hold this sbi salary account for almost years i need to maintain a minimum balance of rs k earlier converted from savings account to salary account,0.7543,Positive
2020-02-15,2020-02,Axis Bank,5.0,i have been using saving account from axis bank for the past years i have visited to bank and opened an account for myself need to maintain a minimum amount of k which is high hidden charges are applicable on monthly like around rupees which is very high atm and branchs are far away from my place mobile app is not working atm charge is applicable for rupees if i do transactions more than times in a month sms charge applicable on quarterly basis of rupees these all charges can be neglected,-0.6249,Negative
2020-02-15,2020-02,Canara Bank,5.0,i am holding a salary account from canara bank for past years though its salary account need to maintain minimum amount of rupees if not maintain charges are applicable for rupees hidden charges also applicable of rupees atm and branchs are near from my place in this bank there is bounce charge and if i use the debit card in other atm for cash withdraw charges are applicable,0.5334,Positive
2020-02-15,2020-02,HDFC Bank,5.0,i have opened an account for a saving purpose from hdfc bank on months back need to maintain minimum balance amount of k which is high if not they are charging rupees that is high from this bank also they do charge for debit card transactions atm charges are applicable for this account,-0.2732,Negative
2020-02-15,2020-02,review,4.0,i am holding a savings account with city union bank for more than years there is no hidden charges in this bank but need to maintain a minimum balance of k i am using mobile app and it is user friendly to access i use to get an alert messages from bank whenever i do a transactions there is some atm charges are available,0.5106,Positive
2020-02-15,2020-02,review,3.0,i maintain my salary account with indian bank for the past years i use this account regularly but i am not satisfied with customer service whenever i try to contact them there is no proper response need to maintain a minimum balance of rupees atm charges are applicable i use to face some transaction and sever issue,-0.815,Negative
2020-02-15,2020-02,SBI,4.0,i am holding saving account from sbi for past years on school day itself i opened an account need to maintain a minimum amount of rupees if i done transaction on monthly some charges are applicable of rupees mainly i use for mobile app and net banking both are user friendly,0.2732,Positive
2020-02-15,2020-02,review,5.0,i am holding a savings and salary account with union bank for more than years there is no hidden charges in this bank it is a zero balance account i am using mobile app and it is user friendly to access atm and branchs are near mobile app and net banking both are user friendly,0.4767,Positive
2020-02-15,2020-02,review,5.0,in saraswat cooperative bank my company is maintaining all the transaction so that they have provided me a salary account in the same bank its a zero balance account they have all the option in their net banking facility and its easy to access the mobile app i can access the atm in all the places they are not taking any hidden charges,0.2023,Positive
2020-02-15,2020-02,review,5.0,i have to maintain a minimum balance of rupees in union bank of india even there is no charges for nonmaintenance i having this account for the past years mobile app and net banking both are user friendly to access i think atm charges are applicable,-0.296,Negative
2020-02-15,2020-02,review,5.0,i maintain a saving account with south indian bank for my personal use i have been holding account more than years there is no need to maintain a minimum balance so far i havent faced any issue atm and branch services are good i am using mobile app which is user friendly to access,0.5994,Positive
2020-02-15,2020-02,Canara Bank,5.0,i am holding a salary account from canara bank for more than years there is no hidden charges in this bank and no need to maintain a minimum balance i am using mobile app and net banking both are user friendly to access i use to get an alert messages from bank whenever i do a transactions,-0.0258,Neutral
2020-02-15,2020-02,review,4.5,i am using standard chartered savings account more than year this is salary comes savings no need to maintain minimum balance every day i can withdrawal cash upto rs and i will receive alert msg from the bank also i linked this account online like google pay and more for an easy payment i spoke to bank executive directly it was good,0.8055,Positive
2020-02-15,2020-02,IDBI,5.0,from i have been using the salary account from idbi bank and the banking service is good i went to their branch and the response was good staffs are very helpful its a zero balance account to use totally im quite satisfied with their services they are sending the notifications immediately whenever i do the transaction,0.9052,Positive
2020-02-15,2020-02,IndusInd Bank,4.0,past years i have been using the salary account from indusind bank its a zero balance account their net banking facility is good but im unable to open the app because most of the times its getting hanging i never visited their branch for any kind of request and there were no offers for debit cards,-0.2144,Negative
2020-02-15,2020-02,Kotak,5.0,i am having saving account with kotak bank for more than a year even though its a saving account there is no need to maintain a minimum balance i have opened this account through online and executive came to home to complete kyc process which is done on time atm charges are applicable of plus gst per year,-0.5106,Negative
2020-02-15,2020-02,review,5.0,when i was working in previous company at that time i have opened salary account from bank of baroda now i moved to other company hence this account has been converted to saving account i am holding this account for past years it is a zero balance account they are detecting rupees for message alert on yearly basis,0.296,Positive
2020-02-15,2020-02,SBI,3.0,more than years i have been holding the salary account from sbi i dont use mobile app but net banking facilities are used for emergency purpose i used to visit their branch on a regular basis and the response was not that much prompt they need to upgrade with the new features and the staff behavior must be changed,-0.5267,Negative
2020-02-15,2020-02,Kotak,5.0,i am holding a salary account from kotak bank for more than a year no need a maintain minimum amount on monthly basis there are many branchs available in my city when compared to others mobile app is user friendly to access whenever contact their service they were responsive,0.5,Positive
2020-02-15,2020-02,Axis Bank,3.0,earlier i was having a salary account from axis bank when i left the company they have converted my salary account into savings account there is no proper customer support in axis bank and they charged me lots of hidden charges im not maintaining any minimum balance i have given the request to close this account but they didnt do it,-0.1779,Negative
2020-02-15,2020-02,SBI,5.0,sbi is providing a full support for my savings account its easy to connect with the call centre people in the year of i have opened the savings account from sbi because of the good services i need to hold a minimum balance of rs k their internet banking services are really fine,0.8622,Positive
2020-02-15,2020-02,review,3.0,i am using saving account from uco bank for the past years need to maintain a minimum balance of rupees on monthly basis they are deducting rupees in the name of central government scheme from my account which i need to check i am using mobile app and net banking but net banking service is not good and i faced an issue on every day of after pm,-0.4782,Negative
2020-02-15,2020-02,Axis Bank,4.0,i am holding a salary account from axis bank for more than years there is no hidden charges in this bank it is a zero balance account i am using mobile app and it is user friendly to access i use to get an alert messages from bank whenever i do a transactions there is some atm charges are applicable,0.0,Neutral
2020-02-14,2020-02,review,5.0,i maintain my saving account with dbs bank for the past years there is more facility and every transaction charges are low but in other bank charges are applicable it is a zero balance account and no hidden charges for this bank there is only one branch available in my city mobile app and net banking both are user friendly to access some time i faced server down issue and i will get intimation from bank through message,-0.5994,Negative
2020-02-14,2020-02,SBI,5.0,i have been holding an account for a saving with sbi for long times there is no hidden charges in this bank it is a zero balance account i am not using mobile app and net banking both are user friendly to access i am getting an alert messages from bank whenever i do a transactions atms and branches are near to reach them directly,0.296,Positive
2020-02-14,2020-02,review,5.0,i do have a saving account with city union bank more than years this is a salary cum savings so no need to maintain minimum balance but i use to maintain some amount the saving account was linked with paytm and its very good application i got a debit card and they are charging rupees annually,0.5198,Positive
2020-02-14,2020-02,HDFC Bank,5.0,i have salary account with hdfc bank for more than years i use to get many offer messages for loans and card from bank end it is a zero balance account there is no hidden charges applicable but i faced only atm charges are applicable of rupees if i do a transaction more than times in a month atm and branches are near i am using net banking and it is user friendly to access,0.128,Positive
2020-02-14,2020-02,Citibank,4.5,my savings account is with citi bank and i am using this account more than months no need to maintain minimum balance since this is a salary cums savings customer service was good and i am getting alert messages for cash withdrawal atm service are very less but i have bank atm at office,0.2187,Positive
2020-02-14,2020-02,review,5.0,i maintain salary come saving account with karnataka bank for the past years it is a minimum account balance of k some time i maintain up to k charges are nominal there is no hidden charges atm and branches are near from my place atm charges are applicable of rupees if i do transaction more than times,-0.7579,Negative
2020-02-14,2020-02,HDFC Bank,5.0,i have been using hdfc salary account for last years its a zero balance maintenance account its convenient to use the net banking facility without facing any hassle branch is located to nearby my place and the response was okay because when i have given the request to change the address they are not providing proper response,0.2263,Positive
2020-02-14,2020-02,SBI,5.0,when i was working in my previous company so i have opened a salary account from state bank of india though i need to maintain a minimum balance of rs im not using this account much but still its active to use this account for third party app and now this is my secondary account bank staff response is prompt overall im happy about their service,0.9209,Positive
2020-02-14,2020-02,Axis Bank,5.0,i am holding my salary account from axis bank almost years ago i have opened this account through online once i done i do not have much knowledge about banking services its a zero balance account hence i never maintained any minimum balance their website is easy to understand,0.4404,Positive
2020-02-14,2020-02,IndusInd Bank,5.0,i am using the savings account from indusind bank from one of the staff is friend of mine and he asked me to open this account there is no minimum balance required its fine to use an internet banking and mobile app facility staffs are very responsive and helpful in the branch almost i can find the atm facility in all the places,0.8251,Positive
2020-02-14,2020-02,review,5.0,i have opened the salary account from allahabad bank for past november because the branch is located next building of my office i went to their branch to open this account and the branch response was fine i have to hold a minimum balance of rs for availing a cheque facility they are not taking any kind of hidden charges staffs are very less in the branch which can be improved on it always the queue will be long in this bank,0.4215,Positive
2020-02-14,2020-02,HDFC Bank,5.0,i am using hdfc bank salary account which i am using for the past yeari am using net banking service as well as mobile banking service both are very user friendly both the service is used for money transfer and emi each transaction is safe and very secure banking service is much comfortable to me,0.9256,Positive
2020-02-14,2020-02,Kotak,5.0,its been a year since im having a salary account from kotak mahindra bank i dont need to maintain any minimum balance im using mobile app which is good to use i havent experienced of the internet banking i havent visited any of the branch of kotak mahindra bank im getting a immediate notifications whenever i swipe the card in pos machines,0.4404,Positive
2020-02-13,2020-02,HDFC Bank,4.5,its been last years i am having a salary account from hdfc bank i dont need to hold any minimum balance i dont access their net banking facility and mobile application once i went to the branch for a verification purpose and the reply was prompt i can withdraw upto rs from my atm,0.0,Neutral
2020-02-13,2020-02,SBI,4.0,from sbi i have been using savings account for a quite long time i am maintaining some minimum balance and also they given a domestic debit card customer service and responsiveness was good i am getting alert messages when ever i do transaction,0.6249,Positive
2020-02-13,2020-02,HDFC Bank,5.0,for past years i have been holding the salary account from hdfc bank and its a zero balance account also it is good to access their internet banking and mobile app facility i have visited their branch to avail a personal loan and the response was not good in my home town because the executives are very clumsy and they take too much of time and not responsive there is no proper follow up also,0.3591,Positive
2020-02-13,2020-02,SBI,5.0,i took my savings account from state bank of india in the year of i have opened this account because sbi is having a lots of atm in all over india and good service i dont use their internet banking facility and mobile app facility because of the fraudulent activity in the market branch response was upto the mark,-0.0772,Negative
2020-02-13,2020-02,review,5.0,more than years ago i have opened the savings account from mercantile bank since the branch is available in walkable distance i have selected this bank i need to hold a minimum balance of rs they are not taking any kind of extra charges i am not using this account online banking and mobile app,-0.2732,Negative
2020-02-13,2020-02,SBI,4.0,opened my salary account with sbi in the year of i dont need to maintain any minimum balance in this account i am using the internet banking and yono app both is good to use monthly once i used to visit the branch for passbook entry and the response was not good because they wont give any response immediately and process will get delayed,0.5994,Positive
2020-02-13,2020-02,Citibank,5.0,i havent faced any issue with citi bank salary account even there is no unnecessary promotional calls also in my previous company they have provided me a salary account from citi bank it was a zero balance account its absolutely fine with the internet banking hence its easy to do the transaction their app also very user friendly to use,0.7408,Positive
2020-02-13,2020-02,HDFC Bank,5.0,im getting on time response from hdfc when i enquire about some request if they provide me crisp and clear information to the customer it would be fine sometimes i am getting so many calls from the promotional team people i am using hdfc salary account from past months,0.5267,Positive
2020-02-13,2020-02,HDFC Bank,5.0,its almost more than years i have been using this salary account from hdfc i have visited the branch and the staffs are very much helpful they have allocated separate relationship manager for me hence i dont need to connect with the call centre people i can use the other bank atm multiple times without having any additional charges,0.2449,Positive
2020-02-13,2020-02,HDFC Bank,4.0,opened my salary account with hdfc last years back its a zero balance account and their internet banking facility is easy to handle they are not taking me any extra charges from my account there is no limit for withdrawing the money from atm i never gone to their branch for any kind of request or complaints,-0.4767,Negative
2020-02-12,2020-02,SBI,4.0,taken my savings account from sbi which is a salary cums savings no need to maintain minimum balance i opened this account years ago and the branch is available near to my home i am using their online banking facility and its good to use service was okay,0.3818,Positive
2020-02-12,2020-02,SBI,5.0,i have been using savings account with sbi for more than years and its been very good experience they are giving moderate interest rate for savings account and its okay im using mobile banking for checking balance and to do transactions their app is easy to access,0.908,Positive
2020-02-12,2020-02,HDFC Bank,5.0,my savings account is with hdfc bank i am maintaining minimum balance of rs k atm facilities are more cash withdrawal shopping and all i am getting alert messages customer service was good and there is a yearly charges for debit card is rs,0.5233,Positive
2020-02-12,2020-02,HDFC Bank,3.0,i have been using hdfc savings account more than years rate of interest was very higher im using mobile banking for checking balance and to do transactions their app is easy to access some time its getting error customer service was okay,0.6249,Positive
2020-02-12,2020-02,review,5.0,my savings account with dbs bank and i am using this account more than years i am maintaining minimum balance of rs and also i am getting alert message immediately for card swipe and cash withdrawal they are very helpful and the customer service is good i am using this card more than years and this is a international debit card,0.807,Positive
2020-02-12,2020-02,review,5.0,bank of baroda has given an opportunity to open account for savings and i am having account with them for the past years it is a minimum balance of k i felt some hidden charge are applicable and they detect amount of rupees on monthly basis,0.4215,Positive
2020-02-12,2020-02,SBI,5.0,i maintain a saving account with sbi for more than years in this account need to maintain a minimum balance of k if not some charges are applicable i am using mobile app and net banking both are user friendly to access i get credit card and loan offer messages,0.7659,Positive
2020-02-12,2020-02,Axis Bank,4.0,i have been maintaining my savings account with axis bank for more than years actually i opened zero balance account there is no need to maintain a minimum balance but atm and branchs are near from my place mobile app and net banking are user friendly to access,0.5719,Positive
2020-02-12,2020-02,SBI,4.0,i have been holding an account for a saving with sbi for more than years there is no hidden charges in this bank and i have to maintain a minimum balance i am using mobile app and net banking both are user friendly to access i am getting an alert messages immediately from bank whenever i do a transactions and this is the best bank,0.743,Positive
2020-02-11,2020-02,review,4.0,my savings account was opened in karur vysya bank actually it was my previous company salary account which i have converted into savings account its a zero balance account and im holding this account for almost years internet banking facility is good im getting proper response in the branch,0.4404,Positive
2020-02-11,2020-02,SBI,4.0,since sbi is government bank now days they executed some rules to maintain a minimum balance of k in saving account i have been using this account for the past years charges are nominal i use to get offer messages of credit card and loan as well but they wont provide a life time free card all will be chargeable so i wont prefer this one,0.7391,Positive
2020-02-11,2020-02,Axis Bank,5.0,my saving account in axis bank which i am holding for past yearsin this bank i need to maintain a minimum amount of k generally the amount will be high for the account maintenance in private sector meanwhile they have provided more facility as well there is no hidden charges i use to get only credit card offer message not for loan,0.1689,Positive
2020-02-11,2020-02,review,3.5,i use to maintain my salary in bank of baroda for the past years so far i havent faced any atm charge in this bank account whenever i do a transaction i get alert message on time since its salary account and didnt have much interaction so i wont recommend to others,-0.0486,Neutral
2020-02-11,2020-02,IndusInd Bank,5.0,indusind bank service is very good thats the reason i have taken the savings account with them i need to maintain a minimum balance of rs its very easy to access the internet banking and mobile app facility i went to their branch to open this account and the response was great because the employees are very helpful,0.9271,Positive
2020-02-10,2020-02,review,5.0,i am having saving account with city union bank last months only since they have opened new branch near to my office so i have opened savings account for myself there is no requirement for a minimum amount nowadays all banks are become very competitive so their service is prompt and quick response,-0.0534,Negative
2020-02-10,2020-02,review,5.0,i have been holding a saving account from lakshmi vilas bank for past years there is no requirement from bank to maintain a minimum balance but i use to maintain amount in my account on yearly there will be tax charges in this account but i am not aware about the amount there is no much atm services are avail in my city,-0.7227,Negative
2020-02-10,2020-02,Punjab National Bank,3.0,i have been using my saving account with pnb for more than years their employees are not good there will be no response from their end when i reach their branch since they have opened new branch to near my home so i had opened an account in this bank they use to charge of rupees for each transaction,-0.5432,Negative
2020-02-10,2020-02,HDFC Bank,4.5,i maintain my salary account with hdfc for the past years so no need to hold minimum balance on monthly basis so far there is no hidden charges atm and branch services are good i get alert message on time for my each transaction there is no any additional charge in this bank,-0.6807,Negative
2020-02-10,2020-02,review,5.0,vijaya bank has provided a saving account but need to maintain a minimum balance of rupees i am holding this account for the past years their service is good to open an account there is documents charge of rupees one thing its very rare to find this bank atm in my city so i use to do transaction from other bank if i apply for debit card which i will get on time from their end,0.5927,Positive
2020-02-10,2020-02,SBI,5.0,i am holding a saving account in sbi for more than years i never faced hidden charges for these many years i need to maintain a minimum balance of rupees whenever i visit branch always it will be crowded but the response part was good from their end i am using mobile app which is user friendly to access due to debit card issue i raised to bank and reapplied the card took almost days to receive the card,0.861,Positive
2020-02-10,2020-02,IndusInd Bank,4.0,my savings account is with indusind bank no need to maintain minimum balance because this is salary cums savings their application is a user friendly also mobile banking and internet banking was good mostly i use this card for cash withdrawal and for shopping i am getting alert message whenever i swipe my card,0.7351,Positive
2020-02-10,2020-02,review,5.0,i have opened my savings account with andhra bank before years my experience is very very good and i like the customer support other things are also good i need to maintain a minimum balance of rs i took domestic debit card and also there is a charges for this card,0.8835,Positive
2020-02-07,2020-02,IDBI,0.5,pathetic service by idbi bank bank have recently open my salary account but bank forgot to register net banking facility which is very common and i mark yes in form during paper formalities second if you tray to transfer money by google pay its not possible because india country code is and bank have manction big great staff after all this mess if you call customer care they dont have rights to do any thing and the dont have technical knowledge to understand problem so as a suggestion dont open account in idbi bank because other bank have better service,0.8417,Positive
2020-02-06,2020-02,review,4.0,due to my personal need i have opened a saving account with andhra bank before years ago which am holding it as a zero balance account i am not using their mobile app and the branchs are far away but in my home town its near from my place since i wont visit home town frequently there was no proper communication,-0.4215,Negative
2020-02-06,2020-02,SBI,5.0,i am holding a salary account with sbi more than years there is no hidden charges in this bank though its salary account but need to maintain a minimum of k on monthly basis i am using mobile app and net banking both are user friendly to access i use to get an alert messages from bank whenever i do a transactions the drawback is charges are applicable for sms and every transaction,0.5106,Positive
2020-02-06,2020-02,Axis Bank,4.0,i have been maintaining my salary account with axis bank for more than years there is no need to maintain a minimum balance but certain hidden charge are applicable in this account atm and branchs are near from my place mobile app and net banking are user friendly to access,0.7469,Positive
2020-02-06,2020-02,HDFC Bank,5.0,i am using hdfc bank saving account for the past years i am using net banking service as well as mobile banking service both are very user friendly and i am using these service for paying credit card bill payment as well as money transfer overall am satisfied with the service,0.9017,Positive
2020-02-06,2020-02,Citibank,5.0,i am holding a salary account in citi for more than years there is no hidden charges in this bank it is a zero balance account i am using mobile app and net banking both are user friendly to access i use to get an alert messages from bank whenever i do a transactions atms and branchs services are good,0.6124,Positive
2020-02-06,2020-02,SBI,5.0,i have been holding an account for a saving with sbi for more than years there is no hidden charges in this bank and i have to maintain a minimum balance i am using mobile app and net banking both are user friendly to access i am getting an alert messages from bank whenever i do a transactions,0.2732,Positive
2020-02-06,2020-02,HDFC Bank,5.0,i am using hdfc bank savings account this is a salary cums savings so no need to maintain minimum balance whenever i do cash withdrawal am getting alert messages mobile application and internet banking was good customer service was fine,0.4825,Positive
2020-02-05,2020-02,HDFC Bank,4.0,my salary account is maintained in hdfc bank for the past years i use to get offer message from this bank for both loan and credit card no need to maintain a minimum balance also there is no atm charge in this bank i use to get offers message for other products as well overall its good service,0.4939,Positive
2020-02-05,2020-02,SBI,4.0,i am having a saving account with sbi for more than years need to maintain a minimum balance of k i use to get alert message on time whenever i do a transaction there is atm charges on monthly basis so far no issue by holding an account with this bank,-0.3353,Negative
